index	headword	pos	definition	notes:bookkeeping	Transcription:Armenian	Transcription	UR	Declension class	Verb Regularity	Regular category	Subclass	Class number
15944	զրկուիլ	verb neutre	To deprive one's self, to be bereaved.		զըրկըվիլ	z ə ɾ ɡ ə v í l	Rզուրկ-վ-ի-լ		Regular	Passive	Passive	4
15945	զրկում	noun	Deprivation, frustration, dispossession.		զըրկում	z ə ɾ ɡ ú m	Rզուրկ-ում	Potential -um suffix				
15946	զրմբատ	noun	(bot.) Wild ginger.		զըրըմբատ	z ə ɾ ə m p ɑ́ d	Rզրմբատ	Regular?				
15947	զրոյ	noun	Zero (0), nought, cipher.		զըրո	z ə ɾ ó	Rզրո	Regular?				
15948	զրոյց	noun	Tale, story; news, rumour, legend; word, discourse, narrative, chat, conversation.		զըրույց	z ə ɾ ú j t͡s	Rզրույց	Regular?				
15949	զրոյցասէր	adjective	Talkative, chatterer, prater.		զըրույցասէր	z ə ɾ u j t͡s ɑ s é ɾ	Rզրույց-ա+Rսէր	Adjective				
15950	զրոյցք	noun	Tale, story; news, rumour, legend; word, discourse, narrative, chat, conversation.		զըրույցք	z ə ɾ ú j t͡s k	Rզրույց-ք	Regular?				
15951	Զրուան	noun	(myth.) Saturn.		զըրվան	z ə ɾ v ɑ́ n	Rզրվան	Regular?				
15952	զրումպատ	noun	Wild ginger.		զըրումպատ	z ə ɾ u m b ɑ́ d	Rզրումպատ	Regular?				
15953	զրուցաբան	noun	Talker.		զըրուցաբան	z ə ɾ u t͡s ɑ p ɑ́ n	Rզրույց-ա+Rբան	Regular?				
15954	զրուցաբանել	verb neutre	To chat, to talk, to prate, to recount.		զըրուցաբանել	z ə ɾ u t͡s ɑ p ɑ n é l	Rզրույց-ա+Rբան-ե-լ		Regular	E-Class		2
15955	զրուցաբանութիւն	noun	Talk, chat, gossip, conversation.		զըրուցաբանութիւն	z ə ɾ u t͡s ɑ p ɑ n u t ʏ́ n	Rզրույց-ա+Rբան-ութիւն	Suffix utjun				
15956	զրուցագրել	verb active	To dictate.		զըրուցագըրել	z ə ɾ u t͡s ɑ k ə ɾ é l	Rզրույց-ա+Rգիր-ե-լ		Regular	E-Class		2
15957	զրուցագրութիւն	noun	Dictation, act of dictating.		զըրուցագըրութիւն	z ə ɾ u t͡s ɑ k ə ɾ u t ʏ́ n	Rզրույց-ա+Rգիր-ութիւն	Suffix utjun				
15958	զրուցապատում	noun	(gr. ant.) Logographer, a prose writer.		զըրուցապատում	z ə ɾ u t͡s ɑ b ɑ d ú m	Rզրույց-ա+Rպատում	Regular				
15959	զրուցասութիւն	noun	Recitation.		զըրուցասութիւն	z ə ɾ u t͡s ɑ s u t ʏ́ n	Rզրույց+Rաս-ութիւն	Suffix utjun				
15960	զրուցատար	noun	Messenger.		զըրուցատար	z ə ɾ u t͡s ɑ d ɑ́ ɾ	Rզրույց-ա+Rտար	Regular?				
15961	զրուցատարութիւն	noun	Message, errand.		զըրուցատարութիւն	z ə ɾ u t͡s ɑ d ɑ ɾ u t ʏ́ n	Rզրույց-ա+Rտար-ութիւն	Suffix utjun				
15962	զրուցատեղ	noun	Parlour.		զըրուցատեղ	z ə ɾ u t͡s ɑ d é ʁ	Rզրույց-ա+Rտեղ	Regular?				
15963	զրուցատրել	verb active	To chat, to talk, to prate, to narrate.		զըրուցատրել	z ə ɾ u t͡s ɑ d ɾ é l	Rզրույց-ա+Rտուր-ել		Regular	E-Class		2
15964	զրուցատրութիւն	noun	Conversation, recital, discourse, narration.		զըրուցատրութիւն	z ə ɾ u t͡s ɑ d ɾ u t ʏ́ n	Rզրույց-ա+Rտուր-ութիւն	Suffix utjun				
15965	զրուցել	verb active	To tell, to speak, to say, to state.		զըրուցել	z ə ɾ u t͡s é l	Rզրույց-ե-լ		Regular	E-Class		2
15966	զրպարտ	noun	Imposter, cheat, slanderer, calumniator.		զըրպարտ	z ə ɾ b ɑ́ ɾ d	Rզուր+Rպարտ	Regular?				
15967	զրպարտաբար	adverb	Slanderously.		զըրպա՛րտաբար	z ə ɾ b ɑ́ ɾ d ɑ p ɑ ɾ	Rզուր+Rպարտ-աբար	Adverb				
15968	զրպարտական	adjective	Calumnious, slanderous.		զըրպարտական	z ə ɾ b ɑ ɾ d ɑ ɡ ɑ́ n	Rզուր+Rպարտ-ական	Adjective				
15969	զրպարտանք	noun	Calumny, slander, imposture, defamation, false statements.		զըրպարտանք	z ə ɾ b ɑ ɾ d ɑ́ ŋ k	Rզուր+Rպարտ-անք	regular?				
15970	զրպարտել	verb active	To calumniate, to slander, to defame, to traduce, to malign.		զըրպարտել	z ə ɾ b ɑ ɾ d é l	Rզուր+Rպարտ-ե-լ		Regular	E-Class		2
15971	զրպարտիչ	noun, adjective	Libellous, slanderous, calumniator, slanderer, imposter.		զըրպարտիչ	z ə ɾ b ɑ ɾ d í t͡ʃ	Rզուր+Rպարտ-իչ	Multi-POS				
15972	զրպարտող	noun, adjective	Libellous, slanderous, calumniator, slanderer, imposter.		զըրպարտող	z ə ɾ b ɑ ɾ d ó ʁ	Rզուր+Rպարտ-ող	Multi-POS				
15973	զրպարտութիւն	noun	Calumny, defamation, slander, imposture, inculpation.		զըրպարտութիւն	z ə ɾ b ɑ ɾ d u t ʏ́ n	Rզուր+Rպարտ-ութիւն	Suffix utjun				
15974	զրպարտօրէն	adverb	Slanderously, calumniously.		զըրպա՛րտօրէն	z ə ɾ b ɑ́ ɾ d o ɾ e n	Rզուր+Rպարտ-օրէն	Adverb				
15975	զօդ	noun	Joining, conjunction, connexion, bind, tie, bond, link, joint; solder, a metallic alloy for uniting metals.		զօդ	z ó t	Rզօդ	Regular?				
15976	զօդակապ	noun	(anat.) Conjunctiva.		զօդակապ	z o t ɑ ɡ ɑ́ b	Rզօդ-ա+Rկապ	Regular?				
15977	զօդակապութիւն	noun	Binding, junction, conjunction, fastening.		զօդակապութիւն	z o t ɑ ɡ ɑ b u t ʏ́ n	Rզօդ-ա+Rկապ-ութիւն	Suffix utjun				
15978	զօդել	verb active	To join together, to link; to conjoin, to unite, to solder, to tie, to bind, to attach.		զօդել	z o t é l	Rզօդ-ե-լ		Regular	E-Class		2
15979	զօդիչ	adjective	Conjunctive.		զօդիչ	z o t í t͡ʃ	Rզօդ-իչ	Adjective				
15980	զօդուած	noun	Soldering, welding, joint, suture.		զօդված	z o t f ɑ́ d͡z	Rզօդ-վ-ած	Regular?				
15981	զօհալ	noun	(astron.) Saturn.		զօհալ	z o h ɑ́ l	Rզօհալ	Regular?				
15982	զօմինա	noun	Clear soup.		զօմինա	z o m i n ɑ́	Rզօմինա	Regular?				
15983	զօշ	adjective	Immodest, impudent, filthy, shameful.		զօշ	z ó ʃ	Rզօշ	Adjective				
15984	զօշաստացութիւն	noun	Cupidity, covetousness, avarice.		զօշաստացութիւն	z o ʃ ɑ s t ɑ t͡s u t ʏ́ n	Rզօշ-ա+Rստ-ա-ց-ութիւն	Suffix utjun				
15985	զօշաքաղ	adjective	Avaricious, covetous, greedy, curmudgeon, stingy, sordid, filthy, mean.		զօշաքաղ	z o ʃ ɑ k ɑ́ ʁ	Rզօշ-ա+Rքաղ	Adjective				
15986	զօշաքաղել	verb active	To covet something, to gain something unlawfully, eager to obtain illicitly; to flatter, to allure.		զօշաքաղել	z o ʃ ɑ k ɑ ʁ é l	Rզօշ-ա+Rքաղ-ե-լ		Regular	E-Class		2
15987	զօշաքաղութիւն	noun	Cupidity, covetousness; avarice, stinginess.		զօշաքաղութիւն	z o ʃ ɑ k ɑ ʁ u t ʏ́ n	Rզօշ-ա+Rքաղ-ութիւն	Suffix utjun				
15988	զօշոտել	verb active	To charm, to dazzle, to effeminate.		զօշոտել	z o ʃ o d é l	Rզօշ-ոտ-ե-լ		Regular	E-Class		2
15989	զօշոտիչ	adjective	Dazzling, transplendent, witching, enchanting.		զօշոտիչ	z o ʃ o d í t͡ʃ	Rզօշ-ոտ-իչ	Adjective				
15990	զօշոտութիւն	noun	Covetousness, lust, cupidity; wooing, ogling, filthiness, lewdness.		զօշոտութիւն	z o ʃ o d u t ʏ́ n	Rզօշ-ոտ-ութիւն	Suffix utjun				
15991	զօշութիւն	noun	Covetousness, lust, cupidity; wooing, ogling, filthiness, lewdness.		զօշութիւն	z o ʃ u t ʏ́ n	Rզօշ-ութիւն	Suffix utjun				
15992	զօր	noun	see Զօրք։		զօր	z ó ɾ	Rզօր	regular?				
15993	զօրաբաժին	noun	Division.		զօրաբաժին	z o ɾ ɑ p ɑ ʒ í n	Rզօր-ա+Rբաժին	Regular?				
15994	զօրաբանակ	noun	Army corps, corps d'armée.		զօրաբանակ	z o ɾ ɑ p ɑ n ɑ́ ɡ	Rզօր-ա+Rբանակ	Regular?				
15995	զօրաբար	adverb	By force, powerfully, forcibly, bravely.		զօ՛րաբար	z ó ɾ ɑ p ɑ ɾ	Rզօր-աբար	Adverb				
15996	զօրագլուխ	noun	(mil.) Commander, general, leader.		զօրագըլուխ	z o ɾ ɑ k ə l ú χ	Rզօր-ա+Rգլուխ	regular?				
15997	զօրագոյն	adjective	Stronger.		զօրագույն	z o ɾ ɑ k ú j n	Rզօր-ա+Rգույն	Adjective				
15998	զօրագունդ	noun	Regiment.		զօրագունդ	z o ɾ ɑ k ú n t	Rզօր-ա+Rգունդ	Regular?				
15999	զօրաժողով	noun	Levying.		զօրաժողով	z o ɾ ɑ ʒ o ʁ ó v	Rզօր-ա+Rժողով	Regular?				
16000	զօրախաղաց	noun	Military expedition, sending.		զօրախաղաց	z o ɾ ɑ χ ɑ ʁ ɑ́ t͡s	Rզօր-ա+Rխաղ-ա-ց	Regular?				
16001	զօրախումբ	noun	Detachment, colon.		զօրախումբ	z o ɾ ɑ χ ú m p	Rզօր-ա+Rխումբ	Regular?				
16002	զօրակայան	noun	Base area.		զօրակայան	z o ɾ ɑ ɡ ɑ j ɑ́ n	Rզօր-ա+Rկա-ան	Regular?				
16003	զօրական	noun	Soldier, military man.		զօրական	z o ɾ ɑ ɡ ɑ́ n	Rզօր-ական	Regular?				
16004	զօրական	adjective	Soldierlike, strong, valorous.		զօրական	z o ɾ ɑ ɡ ɑ́ n	Rզօր-ական	Adjective				
16005	զօրականութիւն	noun	Militia, soldiery, soldiership.		զօրականութիւն	z o ɾ ɑ ɡ ɑ n u t ʏ́ n	Rզօր-ական-ութիւն	Suffix utjun				
16006	զօրականուհի	noun	see Զինուորուհի։		զօրականուհի	z o ɾ ɑ ɡ ɑ n u h í	Rզօր-ական-ուհի	Regular?				
16007	զօրակարգ	noun	File.		զօրակարգ	z o ɾ ɑ ɡ ɑ́ ɾ k	Rզօր-ա+Rկարգ	Regular?				
16008	զօրակարգիչ	noun	(mil.) Tactician.		զօրակարգիչ	z o ɾ ɑ ɡ ɑ ɾ k í t͡ʃ	Rզօր-ա+Rկարգ-իչ	Regular?				
16009	զօրակարգութիւն	noun	(mil.) Tactics.		զօրակարգութիւն	z o ɾ ɑ ɡ ɑ ɾ k u t ʏ́ n	Rզօր-ա+Rկարգ-ութիւն	Suffix utjun				
16010	զօրակից	adjective	Fellow-soldier.		զօրակից	z o ɾ ɑ ɡ í t͡s	Rզօր-ա+Rկից	Adjective				
16011	զօրակոչ	noun	Roll call, levy.		զօրակոչ	z o ɾ ɑ ɡ ó t͡ʃ	Rզօր-ա+Rկոչ	Regular?				
16012	զօրակոչել	verb active	To call up, to send for, to call over.		զօրակոչել	z o ɾ ɑ ɡ o t͡ʃ é l	Rզօր-ա+Rկոչ-ե-լ		Regular	E-Class		2
16013	զօրահանգրուան	noun	Halting place.		զօրահանգըրվան	z o ɾ ɑ h ɑ ŋ k ə ɾ v ɑ́ n	Rզօր-ա+Rհանգրվան	Regular?				
16014	զօրահանդէս	noun	Parade, review, cavalcade.		զօրահանդէս	z o ɾ ɑ h ɑ n t é s	Rզօր-ա+Rհանդէս	Regular?				
16015	զօրահաւաք	noun	Recruitment.		զօրահավաք	z o ɾ ɑ h ɑ v ɑ́ k	Rզօր-ա+Rհավաք	Regular?				
16016	զօրամաս	noun	Detachment.		զօրամաս	z o ɾ ɑ m ɑ́ s	Rզօր-ա+Rմաս	Regular?				
16017	զօրամարտ	noun	Fierce combat.		զօրամարտ	z o ɾ ɑ m ɑ́ ɾ d	Rզօր-ա+Rմարտ	Regular?				
16018	զօրանալ	verb neutre	To grow strong, to gather strength, to take root, to fortify, to recover one's self.		զօրանալ	z o ɾ ɑ n ɑ́ l	Rզօր-ա-ն-ա-լ		Regular	Inchoative		20
16019	զօրանաւ	noun	Troopship.		զօրանավ	z o ɾ ɑ n ɑ́ v	Rզօր-ա+Rնավ	Regular?				
16020	զօրանիստ	noun	Headquarters, cantonment.		զօրանիստ	z o ɾ ɑ n í s t	Rզօր-ա+Rնիստ	Regular?				
16021	զօրանոց	noun	Barracks, garrison.		զօրանոց	z o ɾ ɑ n ó t͡s	Rզօր-անոց	Regular?				
16022	զօրաշարժ	noun	Mobilization.		զօրաշարժ	z o ɾ ɑ ʃ ɑ́ ɾ ʒ	Rզօր-ա+Rշարժ	Regular?				
16023	զօրաշարժել	verb active	To mobilize, to draft for active service.		զօրաշարժել	z o ɾ ɑ ʃ ɑ ɾ ʒ é l	Rզօր-ա+Rշարժ-ե-լ		Regular	E-Class		2
16024	զօրապետ	noun	General, commander.		զօրապետ	z o ɾ ɑ b é d	Rզօր-ա+Rպետ	Regular?				
16025	զօրապետել	verb active	To command, to order, to have the command of.		զօրապետել	z o ɾ ɑ b e d é l	Rզօր-ա+Rպետ-ե-լ		Regular	E-Class		2
16026	զօրապետութիւն	noun	Generalship, commandership.		զօրապետութիւն	z o ɾ ɑ b e d u t ʏ́ n	Rզօր-ա+Rպետ-ութիւն	Suffix utjun				
16027	զօրապէս	adverb	By force, forcibly, powerfully, valorously.		զօ՛րապէս	z ó ɾ ɑ b e s	Rզօր-ապէս	Adverb				
16028	զօրասէր	adjective	Militarist, militant.		զօրասէր	z o ɾ ɑ s é ɾ	Rզօր-ա+Rսէր	Adjective				
16029	զօրասիւն	noun	Colon, column.		զօրասիւն	z o ɾ ɑ s ʏ́ n	Rզօր-ա+Rսիւն	Regular?				
16030	զօրավար	noun	General.		զօրավար	z o ɾ ɑ v ɑ́ ɾ	Rզօր-ա+Rվար	Regular?				
16031	զօրավարական	adjective	Pertaining to general.		զօրավարական	z o ɾ ɑ v ɑ ɾ ɑ ɡ ɑ́ n	Rզօր-ա+Rվար-ական	Adjective				
16032	զօրավարութիւն	noun	Generalship, command of an army.		զօրավարութիւն	z o ɾ ɑ v ɑ ɾ u t ʏ́ n	Rզօր-ա+Rվար-ութիւն	Suffix utjun				
16033	զօրավիգ	noun	Stay, aid, support, protection; buttress.		զօրավիգ	z o ɾ ɑ v í k	Rզօր-ա+Rվիգ	Regular?				
16034	զօրարձակում	noun	Discharge, demobilization.		զօրարձակում	z o ɾ ɑ ɾ t͡s ɑ ɡ ú m	Rզօր+Rարձակ-ում	Potential -um suffix				
16035	զօրացնել	verb active	To fortify, to strengthen, to enforce.		զօրացընել	z o ɾ ɑ t͡s ə n é l	Rզօր-ա-ցն-ե-լ		Regular	Causative	Basic	10
16036	զօրացուցիչ	adjective	Fortifying, strengthening; fortifier.		զօրացուցիչ	z o ɾ ɑ t͡s u t͡s í t͡ʃ	Rզօր-ա-ցու-ց-իչ	Adjective				
16037	զօրացրուում	noun	Demobilization, discharge.		զօրացըրվում	z o ɾ ɑ t͡s ə ɾ v ú m	Rզօր-ա+Rցիր-վ-ում	Potential -um suffix				
16038	զօրաւոր	adjective	Strong, vigourous, powerful, efficacious.		զօրավոր	z o ɾ ɑ v ó ɾ	Rզօր-ավոր	Adjective				
16039	զօրաւորագոյն	adjective	Stronger, preponderant.		զօրավորագույն	z o ɾ ɑ v o ɾ ɑ k ú j n	Rզօր-ավոր-ա+Rգույն	Adjective				
16040	զօրաւորութիւն	noun	Strength, force, might, power, vigour, authority.		զօրավորութիւն	z o ɾ ɑ v o ɾ u t ʏ́ n	Rզօր-ավոր-ութիւն	Suffix utjun				
16041	զօրել	verb neutre	To be able, to govern, to act, to be worth.		զօրել	z o ɾ é l	Rզօր-ե-լ		Regular	E-Class		2
16042	զօրեղ	adjective	Robust, powerful, vigorous, efficacious.		զօրեղ	z o ɾ é ʁ	Rզօր-եղ	Adjective				
16043	զօրեղապէս	adverb	Robustly, forcibly, powerfully.		զօրե՛ղապէս	z o ɾ é ʁ ɑ b e s	Rզօր-եղ-ապէս	Adverb				
16044	զօրեղութիւն	noun	Valour, vigour.		զօրեղութիւն	z o ɾ e ʁ u t ʏ́ n	Rզօր-եղ-ութիւն	Suffix utjun				
16045	զօրէն	adverb	Like, in imitation of, as, as if, almost.		զօրէն	z o ɾ é n	Pզ+Rօրէն	Adverb				
16046	զօրհանապազ	adverb	Everyday, daily, always.		զօրհանապազ	z o ɾ h ɑ n ɑ b ɑ́ z	Pզ+Rօր-հանապազ	Adverb				
16047	զօրոյթ	noun	Potential.		զօրույթ	z o ɾ ú j t	Rզօր-ույթ	Regular?				
16048	զօրութեամբ	adverb	By force, forcibly; in virtue.		զօրությամբ	z o ɾ u t j ɑ́ m p	Rզօր-ությամբ	Adverb				
16049	զօրութենագիր	noun	Dynamograph.		զօրութենագիր	z o ɾ u t e n ɑ k í ɾ	Rզօր-ութիւն-ա+Rգիր	Regular?				
16050	զօրութենական	adjective	Dynamic: virtual.		զօրութենական	z o ɾ u t e n ɑ ɡ ɑ́ n	Rզօր-ութիւն-ական	Adjective				
16051	զօրութենականութիւն	noun	Dynamics, dynamism: virtuality.		զօրութենականութիւն	z o ɾ u t e n ɑ ɡ ɑ n u t ʏ́ n	Rզօր-ութիւն-ական-ութիւն	Suffix utjun				
16052	զօրութենակիր	adjective	Powerful, virtuous.		զօրութենակիր	z o ɾ u t e n ɑ ɡ í ɾ	Rզօր-ութիւն-ա+Rկիր	Adjective				
16053	զօրութենակշիռ	noun	Dynam.		զօրութենակըշիռ	z o ɾ u t e n ɑ ɡ ə ʃ í ɾ	Rզօր-ութիւն-ա+Rկշիռ	Regular?				
16054	զօրութենաչափ	noun	Dynamometer.		զօրութենաչափ	z o ɾ u t e n ɑ t͡ʃ ɑ́ p	Rզօր-ութիւն-ա+Rչափ	Regular?				
16055	զօրութենաչափական	adjective	Dynamometric.		զօրութենաչափական	z o ɾ u t e n ɑ t͡ʃ ɑ p ɑ ɡ ɑ́ n	Rզօր-ութիւն-ա+Rչափ-ական	Adjective				
16056	զօրութենապէս	adverb	Virtually.		զօրութե՛նապէս	z o ɾ u t é n ɑ b e s	Rզօր-ութիւն-ապէս	Adverb				
16057	զօրութիւն	noun	Force, power, strength, vigour, valour, courage, authority; spirit, reinforcement: virtue.		զօրութիւն	z o ɾ u t ʏ́ n	Rզօր-ութիւն	Suffix utjun				
16058	զօրք	noun	Soldier: forces, troops.		զօրք	z ó ɾ k	Rզօր-ք	Regular?				
16061	Է	verb inflected	subst. Is.		է	é	Rէ	None				
16062	էաբան	noun	Ontologist.		էյաբան	e j ɑ p ɑ́ n	Rէ-ա+Rբան	Regular?				
16063	էաբանական	adjective	Ontological, ontologic.		էյաբանական	e j ɑ p ɑ n ɑ ɡ ɑ́ n	Rէ-ա+Rբան-ական	Adjective				
16064	էաբանութիւն	noun	Ontology.		էյաբանութիւն	e j ɑ p ɑ n u t ʏ́ n	Rէ-ա+Rբան-ութիւն	Suffix utjun				
16065	էակ	noun	Being, existence.		էյակ	e j ɑ́ ɡ	Rէ-ակ	Regular?				
16066	էակաբանական	adjective	Ontological, ontologic.		էյակաբանական	e j ɑ ɡ ɑ p ɑ n ɑ ɡ ɑ́ n	Rէ-ակ-ա+Rբան-ական	Adjective				
16067	էակաբանութիւն	noun	(phil.) Ontology.		էյակաբանութիւն	e j ɑ ɡ ɑ p ɑ n u t ʏ́ n	Rէ-ակ-ա+Rբան-ութիւն	Suffix utjun				
16068	էակածնունդ	noun	Ontogeny.		էյակածընունդ	e j ɑ ɡ ɑ d͡z ə n ú n t	Rէ-ակ-ա+Rծին-ունդ	Regular?				
16069	էական	adjective	Essential, substantial.		էյական	e j ɑ ɡ ɑ́ n	Rէ-ական	Adjective				
16070	էականալ	verb neutre	see Էանալ։		էյականալ	e j ɑ ɡ ɑ n ɑ́ l	Rէ-ակ-ա-ն-ա-լ		Regular	Inchoative		19
16071	էականութիւն	noun	see Էութիւն։		էյականութիւն	e j ɑ ɡ ɑ n u t ʏ́ n	Rէ-ական-ութիւն	Suffix utjun				
16072	էակից	adjective	Consubstantial, coexistent.		էյակից	e j ɑ ɡ í t͡s	Rէ-ա+Rկից	Adjective				
16073	Էակոս	noun	(myth.) Aeacus.		էյակոս	e j ɑ ɡ ó s	Rէյակոս	Regular?				
16074	էակութիւն	noun	Entity.		էյակութիւն	e j ɑ ɡ u t ʏ́ n	Rէ-ակ-ութիւն	Suffix utjun				
16075	էակցիլ	verb neutre	To coexist.		էյակցիլ	e j ɑ k t͡s í l	Rէ-ա+Rկից-ի-լ		Regular	I-Class	Basic	3
16076	էակցութիւն	noun	Consubstantiality, identity of substance.		էյակցութիւն	e j ɑ k t͡s u t ʏ́ n	Rէ-ա+Rկից-ութիւն	Suffix utjun				
16077	էանալ	verb neutre	To be, to exist, to subsist.		էյանալ	e j ɑ n ɑ́ l	Rէ-ա-ն-ա-լ		Regular	Inchoative		19
16078	էապաշտութիւն	noun	(phil.) Existentialism.		էյապաշտութիւն	e j ɑ b ɑ ʃ t u t ʏ́ n	Rէ-ա+Rպաշտ-ութիւն	Suffix utjun				
16079	էապէս	adverb	Really, in reality.		է՛յապէս	é j ɑ b e s	Rէ-ապէս	Adverb				
